fir_number,timestamp,ps_name,area,lat,lng,incident_type,severity,weapon_involved,reported_to_police,source,hour,day_of_week
MAL/1002/2026,2026-04-09 10:37:01,Malir,Malir,24.910336,67.198436,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,10,Thursday
BAG/1024/2026,2026-04-10 01:53:16,Baghdadi,Lyari,24.850726,66.993889,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Friday
GIZ/1012/2026,2026-04-10 02:01:02,Gizri,DHA Phase 2,24.801884,67.052357,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Friday
LAN/1003/2026,2026-04-10 15:09:44,Landhi,Landhi,24.865078,67.17483,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,15,Friday
GIZ/1002/2026,2026-04-10 22:44:13,Gizri,DHA Phase 2,24.798403,67.049098,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,22,Friday
MOM/1003/2026,2026-04-12 23:06:35,Mominabad,Orangi Town,24.929076,66.999221,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,23,Sunday
BAL/1026/2026,2026-04-13 01:53:14,Baldia,Baldia Town,24.899412,66.977973,mobile_snatching,HIGH,none,yes,karachi_police_fir,1,Monday
CLI/1012/2026,2026-04-13 20:15:48,Clifton,Clifton,24.807775,67.03298,mobile_snatching,HIGH,knife,yes,karachi_police_fir,20,Monday
CLI/1001/2026,2026-04-17 00:21:54,Clifton,Clifton,24.819626,67.031128,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Friday
LIA/1025/2026,2026-04-19 17:41:14,Liaquatabad,Liaquatabad,24.897458,67.047257,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Sunday
MOM/1009/2026,2026-04-20 01:52:18,Mominabad,Orangi Town,24.928659,67.002614,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Monday
PIR/1001/2026,2026-04-20 17:00:56,Pirabad,Orangi Town,24.932529,66.984676,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,17,Monday
GIZ/1006/2026,2026-04-21 01:39:28,Gizri,DHA Phase 2,24.801559,67.048604,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Tuesday
ORA/1033/2026,2026-04-26 17:22:58,Orangi 5,Orangi Town,24.949163,66.997018,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Sunday
MAL/1012/2026,2026-04-27 00:44:51,Malir,Malir,24.908853,67.192144,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Monday
PIR/1038/2026,2026-04-28 01:29:16,Pirabad,Orangi Town,24.927174,66.988755,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Tuesday
FER/1007/2026,2026-04-28 13:00:45,Ferozabad,Gulshan-e-Iqbal,24.92187,67.094949,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,13,Tuesday
PIR/1007/2026,2026-04-28 22:14:41,Pirabad,Orangi Town,24.934749,66.981359,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,22,Tuesday
LAN/1023/2026,2026-04-29 17:07:43,Landhi,Landhi,24.862031,67.162276,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Wednesday
MAL/1006/2026,2026-04-30 05:19:01,Malir,Malir,24.889372,67.187282,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,5,Thursday
LAN/1006/2026,2026-04-30 09:59:27,Landhi,Landhi,24.863502,67.179359,mobile_snatching,HIGH,none,yes,karachi_police_fir,9,Thursday
NOR/1033/2026,2026-05-01 19:11:17,North Nazimabad,North Nazimabad,24.947486,67.059324,mobile_snatching,HIGH,none,yes,karachi_police_fir,19,Friday
TEE/1033/2026,2026-05-03 00:46:54,Teen Talwar,Teen Talwar,24.809596,67.029546,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Sunday
MAL/1021/2026,2026-05-03 02:18:55,Malir,Malir,24.909897,67.17757,mobile_snatching,HIGH,none,yes,karachi_police_fir,2,Sunday
ORA/1001/2026,2026-05-04 01:12:13,Orangi 5,Orangi Town,24.942817,67.006183,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,1,Monday
FER/1011/2026,2026-05-05 03:03:48,Ferozabad,Gulshan-e-Iqbal,24.920398,67.090417,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,3,Tuesday
SUR/1037/2026,2026-05-05 08:27:44,Surjani,Surjani Town,25.000346,67.028724,motorcycle_theft,HIGH,none,yes,karachi_police_fir,8,Tuesday
LAN/1015/2026,2026-05-05 23:11:48,Landhi,Landhi,24.859512,67.179852,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,23,Tuesday
GUL/1012/2026,2026-05-06 02:22:52,Gulshan Iqbal,Gulshan-e-Iqbal,24.930258,67.095669,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Wednesday
ORA/1045/2026,2026-05-09 00:30:23,Orangi 5,Orangi Town,24.947722,66.993829,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Saturday
PIR/1011/2026,2026-05-10 02:51:08,Pirabad,Orangi Town,24.932888,66.981054,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,2,Sunday
GUL/1031/2026,2026-05-14 22:19:10,Gulshan Iqbal,Gulshan-e-Iqbal,24.938728,67.107673,mobile_snatching,HIGH,none,yes,karachi_police_fir,22,Thursday
MAL/1013/2026,2026-05-18 18:25:56,Malir,Malir,24.902519,67.194252,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Monday
KAL/1039/2026,2026-05-19 15:40:59,Kalakot,Lyari,24.847826,66.997665,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,15,Tuesday
KHA/1024/2026,2026-05-19 20:00:10,Kharadar,Saddar,24.849705,67.010012,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,20,Tuesday
KEM/1024/2026,2026-05-19 20:36:29,Kemari,Kemari,24.841952,66.966083,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,20,Tuesday
GUL/1008/2026,2026-05-21 11:26:08,Gulshan Iqbal,Gulshan-e-Iqbal,24.926252,67.107132,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,11,Thursday
CLI/1014/2026,2026-05-22 00:49:08,Clifton,Clifton,24.816046,67.029256,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Friday
NAP/1032/2026,2026-05-24 01:52:23,Napier,Saddar,24.861281,67.003504,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Sunday
KAL/1043/2026,2026-05-26 00:04:03,Kalakot,Lyari,24.854818,66.996108,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Tuesday
GUL/1046/2026,2026-05-26 19:33:58,Gulshan Iqbal,Gulshan-e-Iqbal,24.923053,67.114067,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Tuesday
CLI/1013/2026,2026-05-26 21:03:19,Clifton,Clifton,24.819256,67.036513,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Tuesday
GUL/1007/2026,2026-05-27 22:43:23,Gulshan Iqbal,Gulshan-e-Iqbal,24.92847,67.099066,motorcycle_theft,HIGH,none,yes,karachi_police_fir,22,Wednesday
KHA/1006/2026,2026-05-27 23:21:40,Kharadar,Saddar,24.856495,67.008628,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,23,Wednesday
GUL/1039/2026,2026-05-28 20:42:35,Gulshan Iqbal,Gulshan-e-Iqbal,24.929486,67.096832,motorcycle_theft,HIGH,none,yes,karachi_police_fir,20,Thursday
GUL/1021/2026,2026-05-29 01:05:57,Gulshan Iqbal,Gulshan-e-Iqbal,24.939581,67.100179,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,1,Friday
GUL/1004/2026,2026-05-29 01:45:24,Gulberg,Gulberg,24.911712,67.083621,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,1,Friday
MAL/1016/2026,2026-05-29 09:00:08,Malir,Malir,24.899796,67.184071,motorcycle_theft,HIGH,none,yes,karachi_police_fir,9,Friday
KOR/1004/2026,2026-05-29 21:08:54,Korangi Creek,DHA Phase 8,24.799077,67.106314,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Friday
MAL/1018/2026,2026-05-30 08:46:27,Malir,Malir,24.9045,67.18528,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,8,Saturday
KEM/1015/2026,2026-05-30 18:14:36,Kemari,Kemari,24.847127,66.974585,kidnapping,CRITICAL,firearm,yes,karachi_police_fir,18,Saturday
KAL/1036/2026,2026-05-31 20:00:36,Kalakot,Lyari,24.852056,67.001262,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Sunday
